open,high,low,close,volume
78.37,79.39,78.32,79.3,5455425
77.93,78.45,77.82,78.35,10268993
78.07,78.53,77.95,78.0,8434552
79.1,79.44,78.33,78.36,7133350
79.26,79.5,79.165,79.35,3756895
79.23,79.39,79.11,79.13,4653777
78.94,79.255,78.94,79.13,3955758
78.42,78.99,78.42,78.6,8167274
79.13,79.2,78.37,78.38,7054652
79.09,79.45,78.95,79.37,4886488
79.55,79.69,79.12,79.28,4423268
79.4,79.66,79.335,79.65,4583270
80.03,80.03,79.38,79.48,3930128
79.57,79.82,79.31,79.66,8003584
79.7,79.7,79.25,79.53,7718482
80.18,80.18,79.61,79.71,8678807
80.06,80.225,79.88,79.89,5516781
79.59,80.06,79.25,79.96,6426095
80.19,80.19,79.231,79.56,12536833
80.2,80.28,79.89,80.11,4964146
81.15,81.21,80.26,80.38,8485963
80.92,81.04,80.6148,80.96,4476835
80.91,81.11,80.845,80.99,4796849
80.74,81.21,80.61,81.08,8276819
80.24,80.55,80.24,80.55,8177869
79.74,79.98,79.36,79.9,8042690
80.23,80.285,79.82,79.84,5743659
79.76,80.3,79.6,80.13,5749986
79.59,79.84,79.05,79.59,9437737
79.37,79.78,79.35,79.52,8808227
79.02,79.19,78.58,78.98,4117471
79.25,79.28,78.87,79.07,3580016
79.1,79.31,78.9,79.22,4371418
79.51,79.66,78.71,78.82,6421711
79.49,79.95,79.21,79.85,8955511
79.51,79.75,79.37,79.38,5904203
79.66,79.66,79.24,79.24,7817416
79.99,80.06,78.865,79.35,8445842
79.92,80.28,79.88,80.08,8673411
80.39,80.49,79.64,79.66,8428044
80.7,80.7,80.27,80.39,7434432
80.49,80.64,80.17,80.47,8779612
79.89,81.08,79.86,80.59,12341085
78.92,79.8,78.87,79.76,9481247
78.49,79.195,78.46,78.76,7697165
77.8,78.57,77.76,78.5,8294362
77.66,77.85,77.28,77.69,14165188
77.65,77.93,77.44,77.87,8185992
77.71,78.17,77.68,77.95,6782257
77.49,77.68,77.305,77.58,5592460
77.46,77.74,77.05,77.42,7700644
77.1,77.755,77.0,77.52,13418971
77.17,77.355,76.795,77.0,6304426
77.11,77.295,76.97,77.22,4415681
77.05,77.29,76.88,77.01,4316464
77.42,77.5,77.02,77.2,5558935
77.14,77.52,77.07,77.42,4832974
76.21,76.98,76.13,76.92,9148899
75.93,76.25,75.865,76.08,5884380
75.65,75.97,75.65,75.78,4651153
75.97,76.19,75.81,75.89,4507362
75.84,76.18,75.66,76.03,4479364
75.52,75.73,75.34,75.67,5215731
75.33,75.635,75.27,75.48,4216096
74.96,75.315,74.8,75.23,4999072
74.95,75.265,74.85,75.03,9209758
74.45,75.25,74.45,74.82,10690543
74.87,75.08,74.49,74.49,11434049
75.69,75.76,75.265,75.48,5471675
75.32,75.81,75.25,75.77,7320754
75.38,75.485,75.23,75.28,2638025
75.25,75.44,75.03,75.41,6791572
75.47,75.48,75.06,75.37,4314913
75.54,75.73,75.45,75.59,3830157
75.91,75.97,75.39,75.5,6558505
76.18,76.2,75.66,75.97,5720072
75.77,76.01,75.66,76.01,4275352
75.65,75.71,75.34,75.51,8094141
75.74,75.9,75.3,75.88,5243780
75.63,75.815,75.5,75.67,7182033
75.36,75.54,75.235,75.5,5781071
75.16,75.65,75.01,75.3,6962756
75.0,75.44,74.94,75.14,6240415
74.71,74.945,74.5,74.73,9035698
74.39,74.59,74.31,74.41,5450018
73.99,74.059,73.51,73.68,6762958
73.81,74.27,73.47,74.12,7307251
73.68,73.87,73.53,73.66,5023119
73.84,73.84,73.16,73.44,7519486
73.89,74.27,73.83,74.25,6149877
74.08,74.325,73.98,73.98,6671107
74.09,74.29,73.87,74.17,3782186
74.15,74.34,73.762,74.17,5472621
74.39,74.639,74.2,74.27,4529953
74.33,74.597,74.13,74.41,5638152
74.17,74.415,73.95,74.28,5253261
74.48,74.92,74.1,74.15,6470120
